publication_number,title,abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2013332185A1,Visit record system and associated methods for mobile care network,"A system and method for tracking and verifying encounters between case managers and members of a healthcare insurance network, the system comprising: a provider network server accessible via a communication network; the server comprising: a scheduling module for creating and assigning a visit and task schedule to a plurality of case managers, a tracking module for determining visit information of the plurality of case managers, tracking visit times, and determining the actual travel distance; a visit record module for administering visit records of the case managers; a verification module for capturing data input of a member&#39;s signature verifying a case manager&#39;s visit record; a communication module for bidirectionally communicating data input and member information such as tasks lists; and at least one mobile transmission unit operable for communicating with the provider network via the communication module.","['G16H40/20', 'G16H40/20']","['G16H', 'G16H']",-1,0.0,US20230076443A1,"H04W4/21,H04L51/10,H04W4/023,G16H40/00,A61B5/1112,H04L67/00,H04W52/00,G06F16/90,G06F16/95,H,G16H50/30,G16H40/67,G06F21/552,G16Z,A61B5/6887,H04W24/04,G16,G06F2221/21,G06F21/00,A61B5/1118,H04M1/72457,H04L51/52,H04W4/025,H04L,H04L67/50,Y02D,Y02D30/00,H04M1/72454,A61B5/7267,H04M,H04L51/07,H04L67/535,A61B5/6898,H04L51/08,A61B5/746,H04L51/222,H04W4/02,H04W52/0229,H04W4/00,H04M1/72448,G16Z99/00,H04W64/00,H04W4/029,H04W24/00,H04W52/0251,A61B5/7465,G06F2221/00,A61B5/7282,A61B5/72,H04M1/00,G06F21/50,G16H50/00,Y02D30/70,Y,G06F16/953,G,A61B5/68,G16H40/60,H04W4/027,H04M1/72,H04L51/58,A61B5/48,H04W4/20,A61B5/7235,A,A61B5/742,G16H15/00,H04W52/0225,A61B5/4866,G16H,H04W4/12,H04W4/30,H04W64/006,G16H50/20,A61B5/74,H04W52/0254,G06F16/00,A61B5/7455,A61B5/11,G16H50/70,A61,G06F,G06F21/55,H04W52/02,H04,H04M1/724,A61B,A61B5/1123,H04W4/33,A61B5/103,G16H40/63,Y02,H04W52/0209,H04L51/00,H04W24/08,G16H80/00,A61B5/7264,A61B5/00,G06F16/9535,H04L51/21,A61B5/7246,G06F2221/2111,A61B5/7271,H04W,G06","A method, system, and/or apparatus for automatically monitoring for possible mental or physical health concerns. The method or implementing software application uses or relies upon location information available on the mobile device from any source, such as cell phone usage and/or other device applications. The method and system automatically learns user activity patterns and detects significant deviations therefrom. The deviations are automatically analyzed for known correlations to mental or physical concerns, which can then be automatically communicated to a relevant friend, family member, and/or medical professional.",[-1],"G16H40/00,G16H50/30,G16H40/67,G16H50/00,G16H40/60,G16H15/00,G16H,G16H50/20,G16H50/70,G16H40/63,G16H80/00",,31,1.0
US2013332183A1,Array of Drugs and Wellness Products,An array of drug and wellness products. The array has a first category and a second category. Each category has at least two products and each product provides a drug benefit. The products are grouped in the array by category and drug benefit. The array can also comprise both wellness and treatment products.,"['G06Q30/06', 'G16H20/00']","['G06Q', 'G16H']",-1,0.0,US20230076443A1,"H04W4/21,H04L51/10,H04W4/023,G16H40/00,A61B5/1112,H04L67/00,H04W52/00,G06F16/90,G06F16/95,H,G16H50/30,G16H40/67,G06F21/552,G16Z,A61B5/6887,H04W24/04,G16,G06F2221/21,G06F21/00,A61B5/1118,H04M1/72457,H04L51/52,H04W4/025,H04L,H04L67/50,Y02D,Y02D30/00,H04M1/72454,A61B5/7267,H04M,H04L51/07,H04L67/535,A61B5/6898,H04L51/08,A61B5/746,H04L51/222,H04W4/02,H04W52/0229,H04W4/00,H04M1/72448,G16Z99/00,H04W64/00,H04W4/029,H04W24/00,H04W52/0251,A61B5/7465,G06F2221/00,A61B5/7282,A61B5/72,H04M1/00,G06F21/50,G16H50/00,Y02D30/70,Y,G06F16/953,G,A61B5/68,G16H40/60,H04W4/027,H04M1/72,H04L51/58,A61B5/48,H04W4/20,A61B5/7235,A,A61B5/742,G16H15/00,H04W52/0225,A61B5/4866,G16H,H04W4/12,H04W4/30,H04W64/006,G16H50/20,A61B5/74,H04W52/0254,G06F16/00,A61B5/7455,A61B5/11,G16H50/70,A61,G06F,G06F21/55,H04W52/02,H04,H04M1/724,A61B,A61B5/1123,H04W4/33,A61B5/103,G16H40/63,Y02,H04W52/0209,H04L51/00,H04W24/08,G16H80/00,A61B5/7264,A61B5/00,G06F16/9535,H04L51/21,A61B5/7246,G06F2221/2111,A61B5/7271,H04W,G06","A method, system, and/or apparatus for automatically monitoring for possible mental or physical health concerns. The method or implementing software application uses or relies upon location information available on the mobile device from any source, such as cell phone usage and/or other device applications. The method and system automatically learns user activity patterns and detects significant deviations therefrom. The deviations are automatically analyzed for known correlations to mental or physical concerns, which can then be automatically communicated to a relevant friend, family member, and/or medical professional.",[-1],"G16H40/00,G16H50/30,G16H40/67,G16H50/00,G16H40/60,G16H15/00,G16H,G16H50/20,G16H50/70,G16H40/63,G16H80/00",,31,1.0
US2013332179A1,Collaborative image viewing architecture having an integrated secure file transfer launching mechanism,"Systems and methods for providing a medical imaging application having a collaboratively-based secure file transfer mechanism. In accordance with some implementations, the medical imaging application may provide a user interface wherein a particular patient record may be selected by user. The medical imaging application may then launch an image viewer wherein the user may view and manipulate patient image data. From within image user interface, a collaboration session may be launched such that multiple users may view and manipulate the patient image data together. The users may be remotely located to a host facility where the patient data is stored. If it is determined that a patient should be transferred from the host facility to another facility, then from within the collaboration session, a user at the host facility may initiate a secure data transfer of the patient image data and other patient information to a receiving facility.","['G16H10/60', 'G06F19/321']","['G16H', 'G06F']",-1,0.0,US20230076443A1,"H04W4/21,H04L51/10,H04W4/023,G16H40/00,A61B5/1112,H04L67/00,H04W52/00,G06F16/90,G06F16/95,H,G16H50/30,G16H40/67,G06F21/552,G16Z,A61B5/6887,H04W24/04,G16,G06F2221/21,G06F21/00,A61B5/1118,H04M1/72457,H04L51/52,H04W4/025,H04L,H04L67/50,Y02D,Y02D30/00,H04M1/72454,A61B5/7267,H04M,H04L51/07,H04L67/535,A61B5/6898,H04L51/08,A61B5/746,H04L51/222,H04W4/02,H04W52/0229,H04W4/00,H04M1/72448,G16Z99/00,H04W64/00,H04W4/029,H04W24/00,H04W52/0251,A61B5/7465,G06F2221/00,A61B5/7282,A61B5/72,H04M1/00,G06F21/50,G16H50/00,Y02D30/70,Y,G06F16/953,G,A61B5/68,G16H40/60,H04W4/027,H04M1/72,H04L51/58,A61B5/48,H04W4/20,A61B5/7235,A,A61B5/742,G16H15/00,H04W52/0225,A61B5/4866,G16H,H04W4/12,H04W4/30,H04W64/006,G16H50/20,A61B5/74,H04W52/0254,G06F16/00,A61B5/7455,A61B5/11,G16H50/70,A61,G06F,G06F21/55,H04W52/02,H04,H04M1/724,A61B,A61B5/1123,H04W4/33,A61B5/103,G16H40/63,Y02,H04W52/0209,H04L51/00,H04W24/08,G16H80/00,A61B5/7264,A61B5/00,G06F16/9535,H04L51/21,A61B5/7246,G06F2221/2111,A61B5/7271,H04W,G06","A method, system, and/or apparatus for automatically monitoring for possible mental or physical health concerns. The method or implementing software application uses or relies upon location information available on the mobile device from any source, such as cell phone usage and/or other device applications. The method and system automatically learns user activity patterns and detects significant deviations therefrom. The deviations are automatically analyzed for known correlations to mental or physical concerns, which can then be automatically communicated to a relevant friend, family member, and/or medical professional.",[-1],"G16H40/00,G16H50/30,G16H40/67,G16H50/00,G16H40/60,G16H15/00,G16H,G16H50/20,G16H50/70,G16H40/63,G16H80/00",,31,1.0
US2013332214A1,Task management system and associated methods for mobile care network,"A system and method for tracking encounters between case managers and members of a healthcare insurance network, the system comprising: a provider network server accessible via a communication network; the server comprising: a scheduling module for creating and assigning a visit and task schedule to a plurality of case managers, a tracking module for determining visit information of the plurality of case managers, tracking visit times, and determining the actual travel distance; a visit record module for administering visit records of the case managers; a verification module for capturing data input of a member&#39;s signature verifying a case manager&#39;s visit record; a communication module for bidirectionally communicating data input and member information such as tasks lists; and at least one mobile transmission unit operable for communicating with the provider network via the communication module.","['G16H40/20', 'G16H40/67']","['G16H', 'G16H']",-1,0.0,US20230076443A1,"H04W4/21,H04L51/10,H04W4/023,G16H40/00,A61B5/1112,H04L67/00,H04W52/00,G06F16/90,G06F16/95,H,G16H50/30,G16H40/67,G06F21/552,G16Z,A61B5/6887,H04W24/04,G16,G06F2221/21,G06F21/00,A61B5/1118,H04M1/72457,H04L51/52,H04W4/025,H04L,H04L67/50,Y02D,Y02D30/00,H04M1/72454,A61B5/7267,H04M,H04L51/07,H04L67/535,A61B5/6898,H04L51/08,A61B5/746,H04L51/222,H04W4/02,H04W52/0229,H04W4/00,H04M1/72448,G16Z99/00,H04W64/00,H04W4/029,H04W24/00,H04W52/0251,A61B5/7465,G06F2221/00,A61B5/7282,A61B5/72,H04M1/00,G06F21/50,G16H50/00,Y02D30/70,Y,G06F16/953,G,A61B5/68,G16H40/60,H04W4/027,H04M1/72,H04L51/58,A61B5/48,H04W4/20,A61B5/7235,A,A61B5/742,G16H15/00,H04W52/0225,A61B5/4866,G16H,H04W4/12,H04W4/30,H04W64/006,G16H50/20,A61B5/74,H04W52/0254,G06F16/00,A61B5/7455,A61B5/11,G16H50/70,A61,G06F,G06F21/55,H04W52/02,H04,H04M1/724,A61B,A61B5/1123,H04W4/33,A61B5/103,G16H40/63,Y02,H04W52/0209,H04L51/00,H04W24/08,G16H80/00,A61B5/7264,A61B5/00,G06F16/9535,H04L51/21,A61B5/7246,G06F2221/2111,A61B5/7271,H04W,G06","A method, system, and/or apparatus for automatically monitoring for possible mental or physical health concerns. The method or implementing software application uses or relies upon location information available on the mobile device from any source, such as cell phone usage and/or other device applications. The method and system automatically learns user activity patterns and detects significant deviations therefrom. The deviations are automatically analyzed for known correlations to mental or physical concerns, which can then be automatically communicated to a relevant friend, family member, and/or medical professional.",[-1],"G16H40/00,G16H50/30,G16H40/67,G16H50/00,G16H40/60,G16H15/00,G16H,G16H50/20,G16H50/70,G16H40/63,G16H80/00",G16H40/67,31,1.0
US2013331687A1,Combined Cardiac and Respiratory Motion Compensation for Atrial Fibrillation Ablation Procedures,"A method for compensating cardiac and respiratory motion in atrial fibrillation ablation procedures includes (a) simultaneously determining a position of a circumferential mapping (CFM) catheter and a coronary sinus (CS) catheter in two consecutive image frames of a series of first 2-D image frames; (b) determining a distance between a virtual electrode on the CS catheter and a center of the CFM catheter for a first image frame of the two consecutive image frames, and for a second image frame of the two consecutive image frames; and (c) if an absolute difference of the distance for the first image frame and the distance for the second image frame is greater than a predetermined threshold, compensating for motion of the CFM catheter in a second 2-D image.","['A61B5/06', 'G16H50/30']","['A61B', 'G16H']",-1,0.0,US20230076443A1,"H04W4/21,H04L51/10,H04W4/023,G16H40/00,A61B5/1112,H04L67/00,H04W52/00,G06F16/90,G06F16/95,H,G16H50/30,G16H40/67,G06F21/552,G16Z,A61B5/6887,H04W24/04,G16,G06F2221/21,G06F21/00,A61B5/1118,H04M1/72457,H04L51/52,H04W4/025,H04L,H04L67/50,Y02D,Y02D30/00,H04M1/72454,A61B5/7267,H04M,H04L51/07,H04L67/535,A61B5/6898,H04L51/08,A61B5/746,H04L51/222,H04W4/02,H04W52/0229,H04W4/00,H04M1/72448,G16Z99/00,H04W64/00,H04W4/029,H04W24/00,H04W52/0251,A61B5/7465,G06F2221/00,A61B5/7282,A61B5/72,H04M1/00,G06F21/50,G16H50/00,Y02D30/70,Y,G06F16/953,G,A61B5/68,G16H40/60,H04W4/027,H04M1/72,H04L51/58,A61B5/48,H04W4/20,A61B5/7235,A,A61B5/742,G16H15/00,H04W52/0225,A61B5/4866,G16H,H04W4/12,H04W4/30,H04W64/006,G16H50/20,A61B5/74,H04W52/0254,G06F16/00,A61B5/7455,A61B5/11,G16H50/70,A61,G06F,G06F21/55,H04W52/02,H04,H04M1/724,A61B,A61B5/1123,H04W4/33,A61B5/103,G16H40/63,Y02,H04W52/0209,H04L51/00,H04W24/08,G16H80/00,A61B5/7264,A61B5/00,G06F16/9535,H04L51/21,A61B5/7246,G06F2221/2111,A61B5/7271,H04W,G06","A method, system, and/or apparatus for automatically monitoring for possible mental or physical health concerns. The method or implementing software application uses or relies upon location information available on the mobile device from any source, such as cell phone usage and/or other device applications. The method and system automatically learns user activity patterns and detects significant deviations therefrom. The deviations are automatically analyzed for known correlations to mental or physical concerns, which can then be automatically communicated to a relevant friend, family member, and/or medical professional.",[-1],"G16H40/00,G16H50/30,G16H40/67,G16H50/00,G16H40/60,G16H15/00,G16H,G16H50/20,G16H50/70,G16H40/63,G16H80/00",G16H50/30,31,1.0
US2016213261A1,Method and device for improving prediction and detection of change in a physiological condition,"Devices, methods and systems for predicting and detecting a change in a physiological condition of a subject are disclosed. A device for detecting and predicting a change in physiological condition of a subject may include one or more processors configured to: (i) analyze changes in a heart rhythm of a subject; (ii) analyze a signal from one or more biomarkers that are associated with a physiological condition of the subject; and (iii) determine, based on the changes in the heart rhythm and the signal from the one or more biomarkers, whether there is a change in the physiological condition of the subject during a time period.","['A61B5/0205', 'G16H50/20']","['A61B', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2004236188A1,Method and apparatus for monitoring using a mathematical model,"A method and an apparatus for use in monitoring are disclosed. The method and system involve the use of a mathematical model. The method and system are particularly useful in the field of patient monitoring when using a physiological mathematical model. A mathematical model can be used to identify an abnormal condition. The mathematical model can also be used to generate an alarm. Also, the mathematical model can be used to generate a suggested treatment for correcting an abnormal condition if an abnormal condition should arise, especially abnormal conditions requiring relatively immediate attention.","['G16H50/50', 'G16H15/00']","['G16H', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2021202061A1,Synchronizing physiological measurement data streams,"There is provided a method in a collector device of a physiological performance measurement system, which includes: broadcasting a timing signal on a predetermined radio channel; receiving a data packet from each of a plurality of peripheral devices configured to perform measurements with respect to one or more users and to transmit physiological measurement data on the one or more users to the collector device, wherein the data packet indicates a clock value of the respective peripheral device as a response to the broadcasting the timing signal; and synchronizing data streams from the plurality of peripheral devices with each other based on the indicated clock values. A respective method is described for the peripheral device.","['G06F1/10', 'G16H20/30']","['G06F', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2010286490A1,Interactive patient monitoring system using speech recognition,"Systems, methods and techniques are described for monitoring a subject. The subject&#39;s safety, health and wellbeing can be monitoring using a system that receives input indicating the subject&#39;s status. The system can verbally interact with the subject to obtain information on the subject&#39;s status. The words used by the subject or the quality of the subject&#39;s response can be used to decide whether to contact emergency services to assist the subject.","['G10L15/00', 'G16H40/67']","['G10L', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2021161393A1,Temperature measurement,"An apparatus is provided for receiving an indication of a temperature measurement made at a site on a body, the first measurement being of a first type; receiving an indication of an electrical measurement of one or more electrical characteristics made at the site where the temperature measurement was made; determining, based at least in part on the measurement of the one or more electrical characteristics, the site on the body where the temperature measurement was made; associating the measured temperature with the determined site. A method and a computer program product are also provided.","['G16H40/60', 'G01K13/20']","['G16H', 'G01K']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",G16H40/60,7,5.0
US2010317931A1,"Method, Device and Computer Program Product for Monitoring a Subject","A method, device, and computer program product for monitoring the physiological state of a subject is disclosed. A first plurality of physiological signals are acquired from the subject and a second plurality of signal parameters are determined based on the first plurality of physiological signals. Relevant signal information is selected from among the signal information produced and at least one screen page is displayed at a time, thereby to make at least part of the signal information visible to a user. The signal information visible to the user on the at least one screen page may then be revised based on the selection and without user interaction, thereby to accelerate clinical decision-making and to diminish the possibility of undetected changes in the state of the subject.","['G16H40/63', 'A61B5/369']","['G16H', 'A61B']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",G16H40/63,7,5.0
US2018225417A1,Cognitive notification for mental support,"Systems and methods are disclosed for detecting a change in a person&#39;s mental state using biometric data and correlated social media content, and notifying a caregiver based on the detected change. A method includes: monitoring, by a computer device, biometric data of a user; monitoring, by the computer device, social media content of the user; determining, by the computer device and based on the biometric data and the social media content, that the user has experienced a changed mental state; and notifying, by the computer device, a caregiver of the changed mental state.","['A61B5/16', 'G16H50/70']","['A61B', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2018168463A1,Exercise triggered cardiovascular pressure measurement,"Systems, devices disclosed provide example methods comprising determining that a triggering event has occurred based on statuses for a set of physiological parameters associated with the patient, the physiological parameters indicative of the patient engaging in a patient initiated physical activity, generating a trigger output signal in response to the determination that the triggering event has occurred, wirelessly transmitting the trigger output signal to a pressure sensing device implanted in a vessel of the patient, triggering, based on receiving the trigger output signal, the pressure sensing device to sense a cardiovascular pressure of the patient; and transmitting, by the pressure sensing device, a wireless signal comprising data corresponding to the sensed cardiovascular pressure of the patient.","['A61B5/00', 'G16H20/30']","['A61B', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2018132776A1,Systems and methods for estimating and predicting emotional states and affects and providing real time feedback,"Systems and methods for estimating emotional states, moods, affects of an individual and providing feedback to the individual or others are disclosed. Systems and methods that provide real time detection and monitoring of physical aspects of an individual and/or aspects of the individual&#39;s activity and means of estimating that person&#39;s emotional state or affect and change to those are also disclosed. Real time feedback to the individual about the person&#39;s emotional change, change or potential change is provided to the user, helping the user cope, adjust or appropriately act on their emotions.","['A61B5/024', 'G16H50/20']","['A61B', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2018008208A1,Patient-Assisted Alarm System,"In the present invention, a system and associated method is provided for monitoring vital parameters of a patient. The monitoring system includes sensors disposed on the patient and operably connected to a monitor. The parameters that are sensed by the sensors are transmitted to the monitor and compared with alarm thresholds and operational criteria stored within the monitor. When an alarm condition is sensed by the system, the system can actively solicit patient assistance in the confirmation of the alarm condition based on a set of reactive inputs stored within the system to enable medical personnel to appropriately respond to clinically relevant sensed alarm condition(s).","['A61B5/026', 'G16H40/63']","['A61B', 'G16H']",10,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[10],"G16H40/00,G16H40/60,G16H40/63,G16H",G16H40/63,7,5.0
US2020107737A1,Method and apparatus for hypertension classification,"This patent provides a system for screening and management of hypertension, which includes the following characteristics: High precision fingertip photoplethysmography (PPG) acquisition device and the application software of hypertension screening and management in a smartphone. The former includes 905 nm wavelength infrared light emitting sensor, photoelectric receiving sensor, and Bluetooth transmission module. The latter includes PPG signal configuration and acquisition module, automatic hypertension classification and screening module and hypertension management module. The system can process the real-time PPG signal and can classify and evaluate the blood pressure level, and carry on the long-term management and the hypertension health instruction.","['A61B5/00', 'G16H50/20']","['A61B', 'G16H']",34,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[34],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
US2022319705A1,Systems and methods for adaptive treatment of mental health conditions,"Described herein are computer-implemented techniques for delivering and administering adaptive, personalized care to patients suffering from mental disorders and illnesses that create a risk of suicide. Some aspects described herein provide a computer-implemented method for administering treatment activities to treat a patient who is at risk of dying by suicide. For example, a patient&#39;s device (e.g., mobile phone, tablet, computer, etc.) may select and administer one or more treatment activities to reduce the patient&#39;s risk of suicide. Some aspects described herein provide a computer-implemented method for adapting treatment for a patient based on patient data, and administering the adapted treatment to the patient. For example, a patients device may obtain the patient data and adapt and administer the treatment. Some aspects described herein provide a system for delivering adaptive treatment of mental disorders and illnesses over a communication network to one or more devices.","['G16H10/60', 'G16H10/60']","['G16H', 'G16H']",34,1.0,US20230036658A1,"A61B5/14551,A61,G,A61B5/7221,A61B5/14532,G16H40/00,A61B5/68,G16H40/60,A61B,A61B5/6813,A61B5/6826,A61B5/1455,A,G16H40/63,A61B5/6801,G16H,G16,A61B5/683,A61B5/6825,A61B5/72,A61B5/00,A61B5/145,A61B5/6838","In a physiological sensor that estimates a true parameter value by providing a predicted parameter value, multiple measurements are taken to increase the accuracy of the predicted parameter value. The sensor can be reapplied between measurements to decrease the probability of an erroneous prediction caused by sensor misplacement. Some measurements can be discarded before calculating a predicted parameter value. The physiological sensor can have a plurality of modes, with one of the modes corresponding to multiple measurement process.",[34],"G16H40/00,G16H40/60,G16H40/63,G16H",,7,5.0
